Configuration,DB_Memory,MAS_Workers,Parallel_Jobs,Execution_Time,Model,Request_Size
Config_38,750,10,20,2580.029758,CPF,16KB
Config_38,750,10,20,2571.467933,CPF,16KB
Config_38,750,10,20,2483.853575,CPF,16KB
Config_38,750,10,20,2489.074833,CPF,16KB
Config_38,750,10,20,2693.147334,CPF,16KB
Config_38,750,10,20,2297.734368,CPF,16KB
Config_38,750,10,20,2464.496519,CPF,16KB
Config_38,750,10,20,2503.728608,CPF,16KB
Config_38,750,10,20,2674.627231,CPF,16KB
Config_38,750,10,20,2475.462278,CPF,16KB
Config_38,750,10,20,2566.560507,CPF,16KB
Config_38,750,10,20,2641.220337,CPF,16KB
Config_38,750,10,20,2656.791539,CPF,16KB
Config_38,750,10,20,2558.648329,CPF,16KB
Config_38,750,10,20,2508.363785,CPF,16KB
Config_38,750,10,20,2497.481443,CPF,16KB
Config_38,750,10,20,2712.819012,CPF,16KB
Config_38,750,10,20,2609.672056,CPF,16KB
Config_38,750,10,20,2476.19088,CPF,16KB
Config_38,750,10,20,2515.539353,CPF,16KB
Config_38,750,10,20,2595.775412,CPF,16KB
Config_38,750,10,20,2656.217334,CPF,16KB
Config_38,750,10,20,2479.220949,CPF,16KB
Config_38,750,10,20,2573.561252,CPF,16KB
Config_38,750,10,20,2454.003645,CPF,16KB
Config_38,750,10,20,2741.257177,CPF,16KB
Config_38,750,10,20,2683.389864,CPF,16KB
Config_38,750,10,20,2635.540122,CPF,16KB
Config_38,750,10,20,2629.376794,CPF,16KB
Config_38,750,10,20,2530.362481,CPF,16KB
Config_38,750,10,20,2540.047106,CPF,16KB
Config_38,750,10,20,2737.177642,CPF,16KB
Config_38,750,10,20,2572.987379,CPF,16KB
Config_38,750,10,20,2500.845572,CPF,16KB
Config_38,750,10,20,2699.072552,CPF,16KB
Config_38,750,10,20,2567.512368,CPF,16KB
Config_38,750,10,20,2540.833285,CPF,16KB
Config_38,750,10,20,2431.144474,CPF,16KB
Config_38,750,10,20,2620.003675,CPF,16KB
Config_38,750,10,20,2512.667898,CPF,16KB
Config_38,750,10,20,2471.182784,CPF,16KB
Config_38,750,10,20,2479.114002,CPF,16KB
Config_38,750,10,20,2516.621258,CPF,16KB
Config_38,750,10,20,2546.461904,CPF,16KB
Config_38,750,10,20,2626.655316,CPF,16KB
Config_38,750,10,20,2449.054371,CPF,16KB
Config_38,750,10,20,2340.192762,CPF,16KB
Config_38,750,10,20,2679.384983,CPF,16KB
Config_38,750,10,20,2501.704831,CPF,16KB
Config_38,750,10,20,2482.081232,CPF,16KB
Config_38,750,10,20,2328.414553,CPF,16KB
Config_38,750,10,20,2543.265318,CPF,16KB
Config_38,750,10,20,2526.694774,CPF,16KB
Config_38,750,10,20,2372.490341,CPF,16KB
Config_38,750,10,20,2501.023891,CPF,16KB
Config_38,750,10,20,2468.438558,CPF,16KB
Config_38,750,10,20,2533.033782,CPF,16KB
Config_38,750,10,20,2362.8928,CPF,16KB
Config_38,750,10,20,2771.219954,CPF,16KB
Config_38,750,10,20,2571.596239,CPF,16KB
Config_38,750,10,20,2391.705145,CPF,16KB
Config_38,750,10,20,2826.997052,CPF,16KB
Config_38,750,10,20,2477.823515,CPF,16KB
Config_38,750,10,20,2500.909092,CPF,16KB
Config_38,750,10,20,2586.115871,CPF,16KB
Config_38,750,10,20,2604.439414,CPF,16KB
Config_38,750,10,20,2524.407913,CPF,16KB
Config_38,750,10,20,2761.84076,CPF,16KB
Config_38,750,10,20,2381.636257,CPF,16KB
Config_38,750,10,20,2532.160145,CPF,16KB
Config_38,750,10,20,2470.775954,CPF,16KB
Config_38,750,10,20,2586.009976,CPF,16KB
Config_38,750,10,20,2687.309621,CPF,16KB
Config_38,750,10,20,2489.418984,CPF,16KB
Config_38,750,10,20,2676.921751,CPF,16KB
Config_38,750,10,20,2703.837682,CPF,16KB
Config_38,750,10,20,2510.774848,CPF,16KB
Config_38,750,10,20,2686.519655,CPF,16KB
Config_38,750,10,20,2656.188577,CPF,16KB
Config_38,750,10,20,2714.314321,CPF,16KB
Config_38,750,10,20,2394.616807,CPF,16KB
Config_38,750,10,20,2630.122548,CPF,16KB
Config_38,750,10,20,2733.751323,CPF,16KB
Config_38,750,10,20,2532.831816,CPF,16KB
Config_38,750,10,20,2620.279186,CPF,16KB
Config_38,750,10,20,2480.513892,CPF,16KB
Config_38,750,10,20,2482.265629,CPF,16KB
Config_38,750,10,20,2610.975806,CPF,16KB
Config_38,750,10,20,2686.283233,CPF,16KB
Config_38,750,10,20,2593.013377,CPF,16KB
Config_38,750,10,20,2840.460822,CPF,16KB
Config_38,750,10,20,2429.918393,CPF,16KB
Config_38,750,10,20,2713.645753,CPF,16KB
Config_38,750,10,20,2534.841457,CPF,16KB
Config_38,750,10,20,2561.545597,CPF,16KB
Config_38,750,10,20,2577.341207,CPF,16KB
Config_38,750,10,20,2609.062953,CPF,16KB
Config_38,750,10,20,2554.81402,CPF,16KB
Config_38,750,10,20,2352.392033,CPF,16KB
Config_38,750,10,20,2463.764342,CPF,16KB
Config_38,750,10,20,2297.393353,CPF,16KB
Config_38,750,10,20,2683.586304,CPF,16KB
Config_38,750,10,20,2445.761644,CPF,16KB
Config_38,750,10,20,2691.724828,CPF,16KB
Config_38,750,10,20,2505.239801,CPF,16KB
Config_38,750,10,20,2854.706733,CPF,16KB
Config_38,750,10,20,2494.861589,CPF,16KB
Config_38,750,10,20,2750.775397,CPF,16KB
Config_38,750,10,20,2570.791108,CPF,16KB
Config_38,750,10,20,2810.694469,CPF,16KB
Config_38,750,10,20,2710.321811,CPF,16KB
Config_38,750,10,20,2478.078727,CPF,16KB
Config_38,750,10,20,2407.120939,CPF,16KB
Config_38,750,10,20,2709.886081,CPF,16KB
Config_38,750,10,20,2465.00419,CPF,16KB
Config_38,750,10,20,2663.315205,CPF,16KB
Config_38,750,10,20,2582.731533,CPF,16KB
Config_38,750,10,20,2594.718339,CPF,16KB
Config_38,750,10,20,2457.35438,CPF,16KB
Config_38,750,10,20,2415.912891,CPF,16KB
Config_38,750,10,20,2528.213798,CPF,16KB
Config_38,750,10,20,2485.287707,CPF,16KB
Config_38,750,10,20,2548.331451,CPF,16KB
Config_38,750,10,20,2154.151468,CPF,16KB
Config_38,750,10,20,2751.776133,CPF,16KB
Config_38,750,10,20,2604.598973,CPF,16KB
Config_38,750,10,20,2337.722372,CPF,16KB
Config_38,750,10,20,2465.197031,CPF,16KB
Config_38,750,10,20,2512.836387,CPF,16KB
Config_38,750,10,20,2547.008495,CPF,16KB
Config_38,750,10,20,2559.424466,CPF,16KB
Config_38,750,10,20,2466.26709,CPF,16KB
Config_38,750,10,20,2417.95504,CPF,16KB
Config_38,750,10,20,2326.974033,CPF,16KB
Config_38,750,10,20,2474.131328,CPF,16KB
Config_38,750,10,20,2680.73077,CPF,16KB
Config_38,750,10,20,2607.035095,CPF,16KB
Config_38,750,10,20,2598.254933,CPF,16KB
Config_38,750,10,20,2425.802796,CPF,16KB
Config_38,750,10,20,2629.510936,CPF,16KB
Config_38,750,10,20,2548.190727,CPF,16KB
Config_38,750,10,20,2348.540445,CPF,16KB
Config_38,750,10,20,2698.970515,CPF,16KB
Config_38,750,10,20,2556.228205,CPF,16KB
Config_38,750,10,20,2326.042335,CPF,16KB
Config_38,750,10,20,2564.873363,CPF,16KB
Config_38,750,10,20,2700.180933,CPF,16KB
Config_38,750,10,20,2399.149151,CPF,16KB
Config_38,750,10,20,2473.455152,CPF,16KB
Config_38,750,10,20,2576.408174,CPF,16KB
Config_38,750,10,20,2357.970567,CPF,16KB
Config_38,750,10,20,2758.414105,CPF,16KB
Config_38,750,10,20,2676.222342,CPF,16KB
Config_38,750,10,20,2617.386435,CPF,16KB
Config_38,750,10,20,2728.166994,CPF,16KB
Config_38,750,10,20,2506.716619,CPF,16KB
Config_38,750,10,20,2658.729956,CPF,16KB
Config_38,750,10,20,2312.581282,CPF,16KB
Config_38,750,10,20,2483.772987,CPF,16KB
Config_38,750,10,20,2423.826748,CPF,16KB
Config_38,750,10,20,2505.407493,CPF,16KB
Config_38,750,10,20,2533.373216,CPF,16KB
Config_38,750,10,20,2536.881495,CPF,16KB
Config_38,750,10,20,2352.146102,CPF,16KB
Config_38,750,10,20,2373.274872,CPF,16KB
Config_38,750,10,20,2449.273514,CPF,16KB
Config_38,750,10,20,2498.40364,CPF,16KB
Config_38,750,10,20,2525.847513,CPF,16KB
Config_38,750,10,20,2519.133162,CPF,16KB
Config_38,750,10,20,2660.341233,CPF,16KB
Config_38,750,10,20,2539.648642,CPF,16KB
Config_38,750,10,20,2436.392845,CPF,16KB
Config_38,750,10,20,2501.877384,CPF,16KB
Config_38,750,10,20,2249.363758,CPF,16KB
Config_38,750,10,20,2282.126797,CPF,16KB
Config_38,750,10,20,2625.283299,CPF,16KB
Config_38,750,10,20,2401.496354,CPF,16KB
Config_38,750,10,20,2514.165003,CPF,16KB
Config_38,750,10,20,2756.592848,CPF,16KB
Config_38,750,10,20,2624.564251,CPF,16KB
Config_38,750,10,20,2353.921867,CPF,16KB
Config_38,750,10,20,2659.461231,CPF,16KB
Config_38,750,10,20,2637.655274,CPF,16KB
Config_38,750,10,20,2508.501654,CPF,16KB
Config_38,750,10,20,2773.592811,CPF,16KB
Config_38,750,10,20,2218.436255,CPF,16KB
Config_38,750,10,20,2807.324406,CPF,16KB
Config_38,750,10,20,2463.114073,CPF,16KB
Config_38,750,10,20,2491.346028,CPF,16KB
Config_38,750,10,20,2467.810287,CPF,16KB
Config_38,750,10,20,2324.416683,CPF,16KB
Config_38,750,10,20,2413.873423,CPF,16KB
Config_38,750,10,20,2359.295157,CPF,16KB
Config_38,750,10,20,2676.379876,CPF,16KB
Config_38,750,10,20,2544.098205,CPF,16KB
Config_38,750,10,20,2587.169217,CPF,16KB
Config_38,750,10,20,2613.499093,CPF,16KB
Config_38,750,10,20,2683.478121,CPF,16KB
Config_38,750,10,20,2322.277457,CPF,16KB
Config_38,750,10,20,2368.011224,CPF,16KB
Config_38,750,10,20,2590.247316,CPF,16KB
Config_38,750,10,20,2620.494548,CPF,16KB
Config_38,750,10,20,2516.280025,CPF,16KB
Config_38,750,10,20,2707.378196,CPF,16KB
Config_38,750,10,20,2304.696184,CPF,16KB
Config_38,750,10,20,2555.501656,CPF,16KB
Config_38,750,10,20,2563.773099,CPF,16KB
Config_38,750,10,20,2503.327254,CPF,16KB
Config_38,750,10,20,2299.52721,CPF,16KB
Config_38,750,10,20,2626.835871,CPF,16KB
Config_38,750,10,20,2497.400261,CPF,16KB
Config_38,750,10,20,2621.520543,CPF,16KB
Config_38,750,10,20,2699.680518,CPF,16KB
Config_38,750,10,20,2516.09888,CPF,16KB
Config_38,750,10,20,2544.696146,CPF,16KB
Config_38,750,10,20,2425.364732,CPF,16KB
Config_38,750,10,20,2510.387494,CPF,16KB
Config_38,750,10,20,2364.306244,CPF,16KB
Config_38,750,10,20,2915.804703,CPF,16KB
Config_38,750,10,20,2608.298552,CPF,16KB
Config_38,750,10,20,2437.598009,CPF,16KB
Config_38,750,10,20,2245.266827,CPF,16KB
Config_38,750,10,20,2502.485673,CPF,16KB
Config_38,750,10,20,2362.587714,CPF,16KB
Config_38,750,10,20,2551.927892,CPF,16KB
Config_38,750,10,20,2531.988253,CPF,16KB
Config_38,750,10,20,2446.842824,CPF,16KB
Config_38,750,10,20,2425.515315,CPF,16KB
Config_38,750,10,20,2378.38886,CPF,16KB
Config_38,750,10,20,2467.603276,CPF,16KB
Config_38,750,10,20,2531.469712,CPF,16KB
Config_38,750,10,20,2502.637826,CPF,16KB
Config_38,750,10,20,2493.676177,CPF,16KB
Config_38,750,10,20,2330.959754,CPF,16KB
Config_38,750,10,20,2499.799506,CPF,16KB
Config_38,750,10,20,2609.523875,CPF,16KB
Config_38,750,10,20,2383.719852,CPF,16KB
Config_38,750,10,20,2641.353051,CPF,16KB
Config_38,750,10,20,2510.522196,CPF,16KB
Config_38,750,10,20,2636.793475,CPF,16KB
Config_38,750,10,20,2594.252676,CPF,16KB
Config_38,750,10,20,2383.082435,CPF,16KB
Config_38,750,10,20,2387.385303,CPF,16KB
Config_38,750,10,20,2440.299105,CPF,16KB
Config_38,750,10,20,2525.000475,CPF,16KB
Config_38,750,10,20,2485.110416,CPF,16KB
Config_38,750,10,20,2709.818141,CPF,16KB
Config_38,750,10,20,2712.131247,CPF,16KB
Config_38,750,10,20,2509.242382,CPF,16KB
Config_38,750,10,20,2601.960127,CPF,16KB
Config_38,750,10,20,2431.902615,CPF,16KB
Config_38,750,10,20,2677.569356,CPF,16KB
Config_38,750,10,20,2492.778261,CPF,16KB
Config_38,750,10,20,2552.938782,CPF,16KB
Config_38,750,10,20,2509.731885,CPF,16KB
Config_38,750,10,20,2557.334031,CPF,16KB
Config_38,750,10,20,2417.807495,CPF,16KB
Config_38,750,10,20,2716.681731,CPF,16KB
Config_38,750,10,20,2606.012157,CPF,16KB
Config_38,750,10,20,2485.003496,CPF,16KB
Config_38,750,10,20,2533.62828,CPF,16KB
Config_38,750,10,20,2778.850227,CPF,16KB
Config_38,750,10,20,2454.18731,CPF,16KB
Config_38,750,10,20,2626.668916,CPF,16KB
Config_38,750,10,20,2469.991503,CPF,16KB
Config_38,750,10,20,2580.218444,CPF,16KB
Config_38,750,10,20,2619.611987,CPF,16KB
Config_38,750,10,20,2595.424407,CPF,16KB
Config_38,750,10,20,2553.716254,CPF,16KB
Config_38,750,10,20,2460.969734,CPF,16KB
Config_38,750,10,20,2592.37227,CPF,16KB
Config_38,750,10,20,2568.389082,CPF,16KB
Config_38,750,10,20,2556.715184,CPF,16KB
Config_38,750,10,20,2516.948107,CPF,16KB
Config_38,750,10,20,2679.477005,CPF,16KB
Config_38,750,10,20,2399.783443,CPF,16KB
Config_38,750,10,20,2631.808022,CPF,16KB
Config_38,750,10,20,2609.449731,CPF,16KB
Config_38,750,10,20,2621.306726,CPF,16KB
Config_38,750,10,20,2544.52888,CPF,16KB
Config_38,750,10,20,2523.865445,CPF,16KB
Config_38,750,10,20,2437.103766,CPF,16KB
Config_38,750,10,20,2469.620617,CPF,16KB
Config_38,750,10,20,2561.414556,CPF,16KB
Config_38,750,10,20,2440.78285,CPF,16KB
Config_38,750,10,20,2472.269966,CPF,16KB
Config_38,750,10,20,2643.016285,CPF,16KB
Config_38,750,10,20,2510.42569,CPF,16KB
Config_38,750,10,20,2502.135246,CPF,16KB
Config_38,750,10,20,2501.229102,CPF,16KB
Config_38,750,10,20,2339.092843,CPF,16KB
Config_38,750,10,20,2395.516196,CPF,16KB
Config_38,750,10,20,2685.706909,CPF,16KB
Config_38,750,10,20,2556.935141,CPF,16KB
Config_38,750,10,20,2530.396807,CPF,16KB
Config_38,750,10,20,2615.394047,CPF,16KB
Config_38,750,10,20,2372.423956,CPF,16KB
Config_38,750,10,20,2605.123377,CPF,16KB
Config_38,750,10,20,2530.345596,CPF,16KB
Config_38,750,10,20,2545.18375,CPF,16KB
Config_202,2500,46,40,2447.228092,CPF,16KB
Config_202,2500,46,40,2364.43708,CPF,16KB
Config_202,2500,46,40,2413.325848,CPF,16KB
Config_202,2500,46,40,2668.117228,CPF,16KB
Config_202,2500,46,40,2296.14112,CPF,16KB
Config_202,2500,46,40,2591.881722,CPF,16KB
Config_202,2500,46,40,2266.077333,CPF,16KB
Config_202,2500,46,40,2516.305974,CPF,16KB
Config_202,2500,46,40,2446.623102,CPF,16KB
Config_202,2500,46,40,2466.524477,CPF,16KB
Config_202,2500,46,40,2613.627819,CPF,16KB
Config_202,2500,46,40,2357.731425,CPF,16KB
Config_202,2500,46,40,2458.302371,CPF,16KB
Config_202,2500,46,40,2269.9482,CPF,16KB
Config_202,2500,46,40,2565.149314,CPF,16KB
Config_202,2500,46,40,2308.373952,CPF,16KB
Config_202,2500,46,40,2508.258299,CPF,16KB
Config_202,2500,46,40,2479.838112,CPF,16KB
Config_202,2500,46,40,2263.48144,CPF,16KB
Config_202,2500,46,40,2225.867629,CPF,16KB
Config_202,2500,46,40,2380.719867,CPF,16KB
Config_202,2500,46,40,2270.624185,CPF,16KB
Config_202,2500,46,40,2178.513555,CPF,16KB
Config_202,2500,46,40,2456.273347,CPF,16KB
Config_202,2500,46,40,2348.637665,CPF,16KB
Config_202,2500,46,40,2639.925021,CPF,16KB
Config_202,2500,46,40,2452.739223,CPF,16KB
Config_202,2500,46,40,2511.65151,CPF,16KB
Config_202,2500,46,40,2405.021252,CPF,16KB
Config_202,2500,46,40,2394.186506,CPF,16KB
Config_202,2500,46,40,2378.209287,CPF,16KB
Config_202,2500,46,40,2356.104824,CPF,16KB
Config_202,2500,46,40,2380.660987,CPF,16KB
Config_202,2500,46,40,2529.693837,CPF,16KB
Config_202,2500,46,40,2294.624659,CPF,16KB
Config_202,2500,46,40,2400.241768,CPF,16KB
Config_202,2500,46,40,2272.030734,CPF,16KB
Config_202,2500,46,40,2292.761476,CPF,16KB
Config_202,2500,46,40,2533.369412,CPF,16KB
Config_202,2500,46,40,2742.943919,CPF,16KB
Config_202,2500,46,40,2430.732461,CPF,16KB
Config_202,2500,46,40,2579.951337,CPF,16KB
Config_202,2500,46,40,2510.796302,CPF,16KB
Config_202,2500,46,40,2116.722153,CPF,16KB
Config_202,2500,46,40,2437.752435,CPF,16KB
Config_202,2500,46,40,2452.196111,CPF,16KB
Config_202,2500,46,40,2533.937147,CPF,16KB
Config_202,2500,46,40,2427.044322,CPF,16KB
Config_202,2500,46,40,2456.174052,CPF,16KB
Config_202,2500,46,40,2520.563059,CPF,16KB
Config_202,2500,46,40,2170.32444,CPF,16KB
Config_202,2500,46,40,2390.569018,CPF,16KB
Config_202,2500,46,40,2217.543661,CPF,16KB
Config_202,2500,46,40,2323.788175,CPF,16KB
Config_202,2500,46,40,2317.633057,CPF,16KB
Config_202,2500,46,40,2389.033316,CPF,16KB
Config_202,2500,46,40,2237.003503,CPF,16KB
Config_202,2500,46,40,2455.282041,CPF,16KB
Config_202,2500,46,40,2527.503163,CPF,16KB
Config_202,2500,46,40,2170.475292,CPF,16KB
Config_202,2500,46,40,2333.708503,CPF,16KB
Config_202,2500,46,40,2396.902707,CPF,16KB
Config_202,2500,46,40,2357.320764,CPF,16KB
Config_202,2500,46,40,2361.898925,CPF,16KB
Config_202,2500,46,40,2125.267687,CPF,16KB
Config_202,2500,46,40,2324.162482,CPF,16KB
Config_202,2500,46,40,2300.616244,CPF,16KB
Config_202,2500,46,40,2479.134755,CPF,16KB
Config_202,2500,46,40,2333.964481,CPF,16KB
Config_202,2500,46,40,2464.572866,CPF,16KB
Config_202,2500,46,40,2401.544832,CPF,16KB
Config_202,2500,46,40,2344.945349,CPF,16KB
Config_202,2500,46,40,2375.357096,CPF,16KB
Config_202,2500,46,40,2336.222005,CPF,16KB
Config_202,2500,46,40,2341.214004,CPF,16KB
Config_202,2500,46,40,2443.317171,CPF,16KB
Config_202,2500,46,40,2302.666704,CPF,16KB
Config_202,2500,46,40,2385.701084,CPF,16KB
Config_202,2500,46,40,2322.362151,CPF,16KB
Config_202,2500,46,40,2425.284797,CPF,16KB
Config_202,2500,46,40,2524.508252,CPF,16KB
Config_202,2500,46,40,2345.505308,CPF,16KB
Config_202,2500,46,40,2445.398141,CPF,16KB
Config_202,2500,46,40,2149.658279,CPF,16KB
Config_202,2500,46,40,2424.519301,CPF,16KB
Config_202,2500,46,40,2515.697271,CPF,16KB
Config_202,2500,46,40,2450.081982,CPF,16KB
Config_202,2500,46,40,2320.289315,CPF,16KB
Config_202,2500,46,40,2327.236046,CPF,16KB
Config_202,2500,46,40,2335.094156,CPF,16KB
Config_202,2500,46,40,2484.199552,CPF,16KB
Config_202,2500,46,40,2263.692329,CPF,16KB
Config_202,2500,46,40,2547.398609,CPF,16KB
Config_202,2500,46,40,2477.274006,CPF,16KB
Config_202,2500,46,40,2342.818576,CPF,16KB
Config_202,2500,46,40,2468.049782,CPF,16KB
Config_202,2500,46,40,2302.574564,CPF,16KB
Config_202,2500,46,40,2349.114407,CPF,16KB
Config_202,2500,46,40,2441.921459,CPF,16KB
Config_202,2500,46,40,2344.816724,CPF,16KB
Config_202,2500,46,40,2489.255646,CPF,16KB
Config_202,2500,46,40,2173.60362,CPF,16KB
Config_202,2500,46,40,2498.990887,CPF,16KB
Config_202,2500,46,40,2521.455497,CPF,16KB
Config_202,2500,46,40,2301.582616,CPF,16KB
Config_202,2500,46,40,2449.648617,CPF,16KB
Config_202,2500,46,40,2506.467977,CPF,16KB
Config_202,2500,46,40,2395.501171,CPF,16KB
Config_202,2500,46,40,2259.743633,CPF,16KB
Config_202,2500,46,40,2430.619664,CPF,16KB
Config_202,2500,46,40,2529.730719,CPF,16KB
Config_202,2500,46,40,2406.256745,CPF,16KB
Config_202,2500,46,40,2368.429551,CPF,16KB
Config_202,2500,46,40,2362.329211,CPF,16KB
Config_202,2500,46,40,2506.968959,CPF,16KB
Config_202,2500,46,40,2411.871083,CPF,16KB
Config_202,2500,46,40,2389.882967,CPF,16KB
Config_202,2500,46,40,2460.942581,CPF,16KB
Config_202,2500,46,40,2248.461937,CPF,16KB
Config_202,2500,46,40,2370.391205,CPF,16KB
Config_202,2500,46,40,2154.5848,CPF,16KB
Config_202,2500,46,40,2390.485908,CPF,16KB
Config_202,2500,46,40,2391.416864,CPF,16KB
Config_202,2500,46,40,2463.763139,CPF,16KB
Config_202,2500,46,40,2257.464709,CPF,16KB
Config_202,2500,46,40,2327.452906,CPF,16KB
Config_202,2500,46,40,2624.026969,CPF,16KB
Config_202,2500,46,40,2651.894596,CPF,16KB
Config_202,2500,46,40,2434.826399,CPF,16KB
Config_202,2500,46,40,2343.673357,CPF,16KB
Config_202,2500,46,40,2456.701627,CPF,16KB
Config_202,2500,46,40,2283.641252,CPF,16KB
Config_202,2500,46,40,2540.390573,CPF,16KB
Config_202,2500,46,40,2476.91232,CPF,16KB
Config_202,2500,46,40,2322.087946,CPF,16KB
Config_202,2500,46,40,2402.16483,CPF,16KB
Config_202,2500,46,40,2288.844295,CPF,16KB
Config_202,2500,46,40,2603.335349,CPF,16KB
Config_202,2500,46,40,2288.910157,CPF,16KB
Config_202,2500,46,40,2377.422486,CPF,16KB
Config_202,2500,46,40,2350.922347,CPF,16KB
Config_202,2500,46,40,2393.344406,CPF,16KB
Config_202,2500,46,40,2401.717231,CPF,16KB
Config_202,2500,46,40,2520.960903,CPF,16KB
Config_202,2500,46,40,2436.870311,CPF,16KB
Config_202,2500,46,40,2286.427526,CPF,16KB
Config_202,2500,46,40,2490.369619,CPF,16KB
Config_202,2500,46,40,2508.43648,CPF,16KB
Config_202,2500,46,40,2405.599534,CPF,16KB
Config_202,2500,46,40,2320.292406,CPF,16KB
Config_202,2500,46,40,2421.598122,CPF,16KB
Config_202,2500,46,40,2607.616965,CPF,16KB
Config_202,2500,46,40,2298.652075,CPF,16KB
Config_202,2500,46,40,2383.785454,CPF,16KB
Config_202,2500,46,40,2257.625368,CPF,16KB
Config_202,2500,46,40,2442.32877,CPF,16KB
Config_202,2500,46,40,2688.508309,CPF,16KB
Config_202,2500,46,40,2588.908971,CPF,16KB
Config_202,2500,46,40,2386.971645,CPF,16KB
Config_202,2500,46,40,2541.286399,CPF,16KB
Config_202,2500,46,40,2285.090547,CPF,16KB
Config_202,2500,46,40,2589.352761,CPF,16KB
Config_202,2500,46,40,2243.921964,CPF,16KB
Config_202,2500,46,40,2293.39594,CPF,16KB
Config_202,2500,46,40,2409.645954,CPF,16KB
Config_202,2500,46,40,2348.348091,CPF,16KB
Config_202,2500,46,40,2278.901421,CPF,16KB
Config_202,2500,46,40,2439.719109,CPF,16KB
Config_202,2500,46,40,2201.98809,CPF,16KB
Config_202,2500,46,40,2395.124264,CPF,16KB
Config_202,2500,46,40,2611.234914,CPF,16KB
Config_202,2500,46,40,2491.322559,CPF,16KB
Config_202,2500,46,40,2405.300918,CPF,16KB
Config_202,2500,46,40,2498.100181,CPF,16KB
Config_202,2500,46,40,2357.915576,CPF,16KB
Config_202,2500,46,40,2295.23453,CPF,16KB
Config_202,2500,46,40,2348.147299,CPF,16KB
Config_202,2500,46,40,2301.921828,CPF,16KB
Config_202,2500,46,40,2460.816319,CPF,16KB
Config_202,2500,46,40,2211.698607,CPF,16KB
Config_202,2500,46,40,2325.085129,CPF,16KB
Config_202,2500,46,40,2330.76141,CPF,16KB
Config_202,2500,46,40,2406.241615,CPF,16KB
Config_202,2500,46,40,2542.659066,CPF,16KB
Config_202,2500,46,40,2470.195049,CPF,16KB
Config_202,2500,46,40,2414.647437,CPF,16KB
Config_202,2500,46,40,2354.627395,CPF,16KB
Config_202,2500,46,40,2431.033494,CPF,16KB
Config_202,2500,46,40,2320.413716,CPF,16KB
Config_202,2500,46,40,2628.722529,CPF,16KB
Config_202,2500,46,40,2404.168465,CPF,16KB
Config_202,2500,46,40,2605.89672,CPF,16KB
Config_202,2500,46,40,2292.251616,CPF,16KB
Config_202,2500,46,40,2550.537425,CPF,16KB
Config_202,2500,46,40,2211.211302,CPF,16KB
Config_202,2500,46,40,2333.393834,CPF,16KB
Config_202,2500,46,40,2452.851912,CPF,16KB
Config_202,2500,46,40,2278.219706,CPF,16KB
Config_202,2500,46,40,2451.256256,CPF,16KB
Config_202,2500,46,40,2449.454715,CPF,16KB
Config_202,2500,46,40,2515.750608,CPF,16KB
Config_202,2500,46,40,2337.508386,CPF,16KB
Config_202,2500,46,40,2155.785208,CPF,16KB
Config_202,2500,46,40,2410.100719,CPF,16KB
Config_202,2500,46,40,2584.91605,CPF,16KB
Config_202,2500,46,40,2307.168246,CPF,16KB
Config_202,2500,46,40,2389.927886,CPF,16KB
Config_202,2500,46,40,2344.683411,CPF,16KB
Config_202,2500,46,40,2543.396476,CPF,16KB
Config_202,2500,46,40,2318.2027,CPF,16KB
Config_202,2500,46,40,2458.229644,CPF,16KB
Config_202,2500,46,40,2270.610524,CPF,16KB
Config_202,2500,46,40,2315.832198,CPF,16KB
Config_202,2500,46,40,2251.702289,CPF,16KB
Config_202,2500,46,40,2565.660387,CPF,16KB
Config_202,2500,46,40,2479.645561,CPF,16KB
Config_202,2500,46,40,2130.185003,CPF,16KB
Config_202,2500,46,40,2323.471083,CPF,16KB
Config_202,2500,46,40,2142.239418,CPF,16KB
Config_202,2500,46,40,2483.612894,CPF,16KB
Config_202,2500,46,40,2401.151976,CPF,16KB
Config_202,2500,46,40,2327.320289,CPF,16KB
Config_202,2500,46,40,2070.296742,CPF,16KB
Config_202,2500,46,40,2173.379218,CPF,16KB
Config_202,2500,46,40,2150.559791,CPF,16KB
Config_202,2500,46,40,2461.341034,CPF,16KB
Config_202,2500,46,40,2260.478006,CPF,16KB
Config_202,2500,46,40,2311.217803,CPF,16KB
Config_202,2500,46,40,2493.773979,CPF,16KB
Config_202,2500,46,40,2500.515251,CPF,16KB
Config_202,2500,46,40,2404.057602,CPF,16KB
Config_202,2500,46,40,2395.025522,CPF,16KB
Config_202,2500,46,40,2186.773623,CPF,16KB
Config_202,2500,46,40,2378.05669,CPF,16KB
Config_202,2500,46,40,2512.363725,CPF,16KB
Config_202,2500,46,40,2699.352123,CPF,16KB
Config_202,2500,46,40,2476.334953,CPF,16KB
Config_202,2500,46,40,2480.470138,CPF,16KB
Config_202,2500,46,40,2478.813707,CPF,16KB
Config_202,2500,46,40,2278.466152,CPF,16KB
Config_202,2500,46,40,2427.408655,CPF,16KB
Config_202,2500,46,40,2155.34792,CPF,16KB
Config_202,2500,46,40,2393.435611,CPF,16KB
Config_202,2500,46,40,2460.910272,CPF,16KB
Config_202,2500,46,40,2238.398578,CPF,16KB
Config_202,2500,46,40,2485.035239,CPF,16KB
Config_202,2500,46,40,2455.33979,CPF,16KB
Config_202,2500,46,40,2260.56633,CPF,16KB
